Record ID,Manufacturer,Manufacturer Part Number,Provider,Status,Message,Knowledge Base Paths,PDCPartProfile Path
PMR-000201,YAGEO,RC0603FR-074K7L,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-074K7L.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-074K7L.json
PMR-000202,YAGEO,RC0402FR-0710KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0402FR-0710KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0402FR-0710KL.json
PMR-000202,YAGEO,RC0402FR-0710KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0402FR-0710KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0402FR-0710KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0402FR-0710KL.json,output\provider_profiles\TME__YAGEO__RC0402FR-0710KL.json
PMR-000202,YAGEO,RC0402FR-0710KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0402FR-0710KL.json,output\provider_profiles\MOUSER__YAGEO__RC0402FR-0710KL.json
PMR-000203,YAGEO,RC0603FR-0710KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-0710KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-0710KL.json
PMR-000203,YAGEO,RC0603FR-0710KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-0710KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-0710KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-0710KL.json,output\provider_profiles\TME__YAGEO__RC0603FR-0710KL.json
PMR-000203,YAGEO,RC0603FR-0710KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-0710KL.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-0710KL.json
PMR-000204,Vishay Dale Thin Film,TNPW060310K0BEEA,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Vishay_Dale_Thin_Film__TNPW060310K0BEEA.json,output\provider_profiles\DIGIKEY__Vishay_Dale_Thin_Film__TNPW060310K0BEEA.json
PMR-000204,Vishay Dale Thin Film,TNPW060310K0BEEA,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Vishay_Dale_Thin_Film__TNPW060310K0BEEA.json,
PMR-000204,Vishay Dale Thin Film,TNPW060310K0BEEA,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Vishay_Dale_Thin_Film__TNPW060310K0BEEA.json,output\provider_profiles\MOUSER__Vishay_Dale_Thin_Film__TNPW060310K0BEEA.json
PMR-000205,YAGEO,RT0603FRE0717K8L,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RT0603FRE0717K8L.json,output\provider_profiles\DIGIKEY__YAGEO__RT0603FRE0717K8L.json
PMR-000205,YAGEO,RT0603FRE0717K8L,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RT0603FRE0717K8L.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RT0603FRE0717K8L.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RT0603FRE0717K8L.json,output\provider_profiles\TME__YAGEO__RT0603FRE0717K8L.json
PMR-000205,YAGEO,RT0603FRE0717K8L,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RT0603FRE0717K8L.json,output\provider_profiles\MOUSER__YAGEO__RT0603FRE0717K8L.json
PMR-000206,YAGEO,RC0603FR-0718KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-0718KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-0718KL.json
PMR-000206,YAGEO,RC0603FR-0718KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-0718KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-0718KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-0718KL.json,output\provider_profiles\TME__YAGEO__RC0603FR-0718KL.json
PMR-000206,YAGEO,RC0603FR-0718KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-0718KL.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-0718KL.json
PMR-000207,YAGEO,RC0603FR-0722KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-0722KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-0722KL.json
PMR-000207,YAGEO,RC0603FR-0722KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-0722KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-0722KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-0722KL.json,output\provider_profiles\TME__YAGEO__RC0603FR-0722KL.json
PMR-000207,YAGEO,RC0603FR-0722KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-0722KL.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-0722KL.json
PMR-000208,Vishay Dale Thin Film,TNPW060325K2BEEN,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Vishay_Dale_Thin_Film__TNPW060325K2BEEN.json,output\provider_profiles\DIGIKEY__Vishay_Dale_Thin_Film__TNPW060325K2BEEN.json
PMR-000208,Vishay Dale Thin Film,TNPW060325K2BEEN,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Vishay_Dale_Thin_Film__TNPW060325K2BEEN.json,
PMR-000208,Vishay Dale Thin Film,TNPW060325K2BEEN,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Vishay_Dale_Thin_Film__TNPW060325K2BEEN.json,output\provider_profiles\MOUSER__Vishay_Dale_Thin_Film__TNPW060325K2BEEN.json
PMR-000209,YAGEO,RC0603FR-0747KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-0747KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-0747KL.json
PMR-000209,YAGEO,RC0603FR-0747KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-0747KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-0747KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-0747KL.json,output\provider_profiles\TME__YAGEO__RC0603FR-0747KL.json
PMR-000209,YAGEO,RC0603FR-0747KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-0747KL.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-0747KL.json
PMR-000210,Vishay Dale Thin Film,TNPW060350K5BEEA,DigiKey,Failed,"RuntimeError: DigiKey 500: {""fault"":{""faultstring"":""Execution of ServiceCallout SC-Quota failed. Reason: ResponseCode 500 is treated as error"",""detail"":{""errorcode"":""steps.servicecallout.ExecutionFailed""}}}",,
PMR-000210,Vishay Dale Thin Film,TNPW060350K5BEEA,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Vishay_Dale_Thin_Film__TNPW060350K5BEEA.json,
PMR-000210,Vishay Dale Thin Film,TNPW060350K5BEEA,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Vishay_Dale_Thin_Film__TNPW060350K5BEEA.json,output\provider_profiles\MOUSER__Vishay_Dale_Thin_Film__TNPW060350K5BEEA.json
PMR-000211,Royal Ohm,0603SAF8662T5E,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product 0603saf8662t5e Not Found"",
                ""instance"": """",
                ""correlationId"": ""08901ead-f187-46b9-ee2d-8ddbd8b476cc"",
                ""errors"": []
            }
        ",,
PMR-000211,Royal Ohm,0603SAF8662T5E,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\ROYALOHM__0603SAF8662T5E.json | Knowledge_Base\Current\TME\Product_Data\ROYALOHM__0603SAF8662T5E.json | Knowledge_Base\Current\TME\Product_Parameters\ROYALOHM__0603SAF8662T5E.json,output\provider_profiles\TME__Royal_Ohm__0603SAF8662T5E.json
PMR-000211,Royal Ohm,0603SAF8662T5E,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Royal_Ohm__0603SAF8662T5E.json,output\provider_profiles\MOUSER__Royal_Ohm__0603SAF8662T5E.json
PMR-000212,YAGEO,RC0603FR-0788K7L,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-0788K7L.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-0788K7L.json
PMR-000212,YAGEO,RC0603FR-0788K7L,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-0788K7L.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-0788K7L.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-0788K7L.json,output\provider_profiles\TME__YAGEO__RC0603FR-0788K7L.json
PMR-000212,YAGEO,RC0603FR-0788K7L,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-0788K7L.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-0788K7L.json
PMR-000213,Koa Speer,RK73H1ETTP1003F,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Koa_Speer__RK73H1ETTP1003F.json,output\provider_profiles\DIGIKEY__Koa_Speer__RK73H1ETTP1003F.json
PMR-000213,Koa Speer,RK73H1ETTP1003F,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\KOA__RK73H1ETTP1003F.json | Knowledge_Base\Current\TME\Product_Data\KOA__RK73H1ETTP1003F.json | Knowledge_Base\Current\TME\Product_Parameters\KOA__RK73H1ETTP1003F.json,output\provider_profiles\TME__Koa_Speer__RK73H1ETTP1003F.json
PMR-000213,Koa Speer,RK73H1ETTP1003F,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Koa_Speer__RK73H1ETTP1003F.json,output\provider_profiles\MOUSER__Koa_Speer__RK73H1ETTP1003F.json
PMR-000214,YAGEO,RC0603FR-07100KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-07100KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-07100KL.json
PMR-000214,YAGEO,RC0603FR-07100KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-07100KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-07100KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-07100KL.json,output\provider_profiles\TME__YAGEO__RC0603FR-07100KL.json
PMR-000214,YAGEO,RC0603FR-07100KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-07100KL.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-07100KL.json
PMR-000215,Vishay Dale Thin Film,TNPW0603100KBEEN,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Vishay_Dale_Thin_Film__TNPW0603100KBEEN.json,output\provider_profiles\DIGIKEY__Vishay_Dale_Thin_Film__TNPW0603100KBEEN.json
PMR-000215,Vishay Dale Thin Film,TNPW0603100KBEEN,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Vishay_Dale_Thin_Film__TNPW0603100KBEEN.json,
PMR-000215,Vishay Dale Thin Film,TNPW0603100KBEEN,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Vishay_Dale_Thin_Film__TNPW0603100KBEEN.json,output\provider_profiles\MOUSER__Vishay_Dale_Thin_Film__TNPW0603100KBEEN.json
PMR-000216,Panasonic,ERJ3EKF1303V,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product erj3ekf1303v Not Found"",
                ""instance"": """",
                ""correlationId"": ""b8f09e8a-e637-4b57-b0ec-4d48b29f77ca"",
                ""errors"": []
            }
        ",,
PMR-000216,Panasonic,ERJ3EKF1303V,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\PANASONIC__ERJ3EKF1303V.json | Knowledge_Base\Current\TME\Product_Data\PANASONIC__ERJ3EKF1303V.json | Knowledge_Base\Current\TME\Product_Parameters\PANASONIC__ERJ3EKF1303V.json,output\provider_profiles\TME__Panasonic__ERJ3EKF1303V.json
PMR-000216,Panasonic,ERJ3EKF1303V,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Panasonic__ERJ3EKF1303V.json,output\provider_profiles\MOUSER__Panasonic__ERJ3EKF1303V.json
PMR-000217,YAGEO,RC0603FR-07150KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-07150KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-07150KL.json
PMR-000217,YAGEO,RC0603FR-07150KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-07150KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-07150KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-07150KL.json,output\provider_profiles\TME__YAGEO__RC0603FR-07150KL.json
PMR-000217,YAGEO,RC0603FR-07150KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-07150KL.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-07150KL.json
PMR-000218,YAGEO,RC0603FR-07220KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-07220KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-07220KL.json
PMR-000218,YAGEO,RC0603FR-07220KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-07220KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-07220KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-07220KL.json,output\provider_profiles\TME__YAGEO__RC0603FR-07220KL.json
PMR-000218,YAGEO,RC0603FR-07220KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-07220KL.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-07220KL.json
PMR-000219,YAGEO,RC0603FR-07300KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-07300KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-07300KL.json
PMR-000219,YAGEO,RC0603FR-07300KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-07300KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-07300KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-07300KL.json,output\provider_profiles\TME__YAGEO__RC0603FR-07300KL.json
PMR-000219,YAGEO,RC0603FR-07300KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-07300KL.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-07300KL.json
PMR-000220,YAGEO,RC0603FR-07390KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-07390KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-07390KL.json
PMR-000220,YAGEO,RC0603FR-07390KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-07390KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-07390KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-07390KL.json,output\provider_profiles\TME__YAGEO__RC0603FR-07390KL.json
PMR-000220,YAGEO,RC0603FR-07390KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-07390KL.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-07390KL.json
PMR-000221,Panasonic,ERJ3EKF3923V,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product erj3ekf3923v Not Found"",
                ""instance"": """",
                ""correlationId"": ""b84dcd69-1232-47e0-c874-a000329d3e3a"",
                ""errors"": []
            }
        ",,
PMR-000221,Panasonic,ERJ3EKF3923V,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\PANASONIC__ERJ3EKF3923V.json | Knowledge_Base\Current\TME\Product_Data\PANASONIC__ERJ3EKF3923V.json | Knowledge_Base\Current\TME\Product_Parameters\PANASONIC__ERJ3EKF3923V.json,output\provider_profiles\TME__Panasonic__ERJ3EKF3923V.json
PMR-000221,Panasonic,ERJ3EKF3923V,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Panasonic__ERJ3EKF3923V.json,output\provider_profiles\MOUSER__Panasonic__ERJ3EKF3923V.json
PMR-000222,YAGEO,RC0603FR-07470KL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\YAGEO__RC0603FR-07470KL.json,output\provider_profiles\DIGIKEY__YAGEO__RC0603FR-07470KL.json
PMR-000222,YAGEO,RC0603FR-07470KL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\YAGEO__RC0603FR-07470KL.json | Knowledge_Base\Current\TME\Product_Data\YAGEO__RC0603FR-07470KL.json | Knowledge_Base\Current\TME\Product_Parameters\YAGEO__RC0603FR-07470KL.json,output\provider_profiles\TME__YAGEO__RC0603FR-07470KL.json
PMR-000222,YAGEO,RC0603FR-07470KL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\YAGEO__RC0603FR-07470KL.json,output\provider_profiles\MOUSER__YAGEO__RC0603FR-07470KL.json
PMR-000223,Vishay Dale Thin Film,MCT0603MD4993BP500,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Vishay_Dale_Thin_Film__MCT0603MD4993BP500.json,output\provider_profiles\DIGIKEY__Vishay_Dale_Thin_Film__MCT0603MD4993BP500.json
PMR-000223,Vishay Dale Thin Film,MCT0603MD4993BP500,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\VISHAY__MCT0603MD4993BP500.json | Knowledge_Base\Current\TME\Product_Data\VISHAY__MCT0603MD4993BP500.json | Knowledge_Base\Current\TME\Product_Parameters\VISHAY__MCT0603MD4993BP500.json,output\provider_profiles\TME__Vishay_Dale_Thin_Film__MCT0603MD4993BP500.json
PMR-000223,Vishay Dale Thin Film,MCT0603MD4993BP500,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Vishay_Dale_Thin_Film__MCT0603MD4993BP500.json,output\provider_profiles\MOUSER__Vishay_Dale_Thin_Film__MCT0603MD4993BP500.json
PMR-000224,Panasonic,ERJ3EKF6193V,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product erj3ekf6193v Not Found"",
                ""instance"": """",
                ""correlationId"": ""d57d5c70-b46e-402e-e0e0-b5cacbff6213"",
                ""errors"": []
            }
        ",,
PMR-000224,Panasonic,ERJ3EKF6193V,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\PANASONIC__ERJ3EKF6193V.json | Knowledge_Base\Current\TME\Product_Data\PANASONIC__ERJ3EKF6193V.json | Knowledge_Base\Current\TME\Product_Parameters\PANASONIC__ERJ3EKF6193V.json,output\provider_profiles\TME__Panasonic__ERJ3EKF6193V.json
PMR-000224,Panasonic,ERJ3EKF6193V,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Panasonic__ERJ3EKF6193V.json,output\provider_profiles\MOUSER__Panasonic__ERJ3EKF6193V.json
PMR-000225,Walsin Technology Corporation,WR06X1004FTL,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Walsin_Technology_Corporation__WR06X1004FTL.json,output\provider_profiles\DIGIKEY__Walsin_Technology_Corporation__WR06X1004FTL.json
PMR-000225,Walsin Technology Corporation,WR06X1004FTL,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\WALSIN__WR06X1004FTL.json | Knowledge_Base\Current\TME\Product_Data\WALSIN__WR06X1004FTL.json | Knowledge_Base\Current\TME\Product_Parameters\WALSIN__WR06X1004FTL.json,output\provider_profiles\TME__Walsin_Technology_Corporation__WR06X1004FTL.json
PMR-000225,Walsin Technology Corporation,WR06X1004FTL,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Walsin_Technology_Corporation__WR06X1004FTL.json,output\provider_profiles\MOUSER__Walsin_Technology_Corporation__WR06X1004FTL.json
PMR-000226,Royal Ohm,0603SAF1204T5E,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product 0603saf1204t5e Not Found"",
                ""instance"": """",
                ""correlationId"": ""6c82ca36-0997-4fbc-c9d5-f863b1a42edb"",
                ""errors"": []
            }
        ",,
PMR-000226,Royal Ohm,0603SAF1204T5E,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\ROYALOHM__0603SAF1204T5E.json | Knowledge_Base\Current\TME\Product_Data\ROYALOHM__0603SAF1204T5E.json | Knowledge_Base\Current\TME\Product_Parameters\ROYALOHM__0603SAF1204T5E.json,output\provider_profiles\TME__Royal_Ohm__0603SAF1204T5E.json
PMR-000226,Royal Ohm,0603SAF1204T5E,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Royal_Ohm__0603SAF1204T5E.json,output\provider_profiles\MOUSER__Royal_Ohm__0603SAF1204T5E.json
PMR-000227,Vishay Dale Thin Film,MCT0603MD2004BP500,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Vishay_Dale_Thin_Film__MCT0603MD2004BP500.json,output\provider_profiles\DIGIKEY__Vishay_Dale_Thin_Film__MCT0603MD2004BP500.json
PMR-000227,Vishay Dale Thin Film,MCT0603MD2004BP500,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\VISHAY__MCT0603MD2004BP500.json | Knowledge_Base\Current\TME\Product_Data\VISHAY__MCT0603MD2004BP500.json | Knowledge_Base\Current\TME\Product_Parameters\VISHAY__MCT0603MD2004BP500.json,output\provider_profiles\TME__Vishay_Dale_Thin_Film__MCT0603MD2004BP500.json
PMR-000227,Vishay Dale Thin Film,MCT0603MD2004BP500,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Vishay_Dale_Thin_Film__MCT0603MD2004BP500.json,output\provider_profiles\MOUSER__Vishay_Dale_Thin_Film__MCT0603MD2004BP500.json
PMR-000228,NXP,"PCF85063ATL/1,118",DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\NXP__PCF85063ATL_1_118.json,output\provider_profiles\DIGIKEY__NXP__PCF85063ATL_1_118.json
PMR-000228,NXP,"PCF85063ATL/1,118",TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\NXP__PCF85063ATL_1_118.json | Knowledge_Base\Current\TME\Product_Data\NXP__PCF85063ATL_1_118.json | Knowledge_Base\Current\TME\Product_Parameters\NXP__PCF85063ATL_1_118.json,output\provider_profiles\TME__NXP__PCF85063ATL_1_118.json
PMR-000228,NXP,"PCF85063ATL/1,118",Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\NXP__PCF85063ATL_1_118.json,output\provider_profiles\MOUSER__NXP__PCF85063ATL_1_118.json
PMR-000229,Kemet,FC0V474ZFTBR24,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Kemet__FC0V474ZFTBR24.json,output\provider_profiles\DIGIKEY__Kemet__FC0V474ZFTBR24.json
PMR-000229,Kemet,FC0V474ZFTBR24,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\KEMET__FC0V474ZFTBR24.json | Knowledge_Base\Current\TME\Product_Data\KEMET__FC0V474ZFTBR24.json | Knowledge_Base\Current\TME\Product_Parameters\KEMET__FC0V474ZFTBR24.json,output\provider_profiles\TME__Kemet__FC0V474ZFTBR24.json
PMR-000229,Kemet,FC0V474ZFTBR24,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Kemet__FC0V474ZFTBR24.json,output\provider_profiles\MOUSER__Kemet__FC0V474ZFTBR24.json
PMR-000230,Kemet,FC0H474ZFTBR32-SS,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Kemet__FC0H474ZFTBR32-SS.json,output\provider_profiles\DIGIKEY__Kemet__FC0H474ZFTBR32-SS.json
PMR-000230,Kemet,FC0H474ZFTBR32-SS,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Kemet__FC0H474ZFTBR32-SS.json,
PMR-000230,Kemet,FC0H474ZFTBR32-SS,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Kemet__FC0H474ZFTBR32-SS.json,output\provider_profiles\MOUSER__Kemet__FC0H474ZFTBR32-SS.json
PMR-000231,ScioSense,ENS210-LQFM,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\ScioSense__ENS210-LQFM.json,output\provider_profiles\DIGIKEY__ScioSense__ENS210-LQFM.json
PMR-000231,ScioSense,ENS210-LQFM,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\ScioSense__ENS210-LQFM.json,
PMR-000231,ScioSense,ENS210-LQFM,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\ScioSense__ENS210-LQFM.json,output\provider_profiles\MOUSER__ScioSense__ENS210-LQFM.json
PMR-000232,ST Micro,MP34DT05-A,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product mp34dt05-a Not Found"",
                ""instance"": """",
                ""correlationId"": ""da7d579a-10eb-41d2-ec45-0b87d8979c94"",
                ""errors"": []
            }
        ",,
PMR-000232,ST Micro,MP34DT05-A,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\STMicroelectronics__MP34DT05-A.json | Knowledge_Base\Current\TME\Product_Data\STMicroelectronics__MP34DT05-A.json | Knowledge_Base\Current\TME\Product_Parameters\STMicroelectronics__MP34DT05-A.json,output\provider_profiles\TME__ST_Micro__MP34DT05-A.json
PMR-000232,ST Micro,MP34DT05-A,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\ST_Micro__MP34DT05-A.json,output\provider_profiles\MOUSER__ST_Micro__MP34DT05-A.json
